character x y
l 4.136495113372803 6.478226661682129
a -16.68976402282715 17.364286422729492
g -0.5428809523582458 -13.85877513885498
o 2.4965360164642334 18.237518310546875
b -6.415431499481201 -19.060077667236328
r 10.537837028503418 10.743587493896484
m 2.826428174972534 -21.458457946777344
e -12.99257755279541 18.17474365234375
u -13.19978141784668 0.8494289517402649
t 3.169818162918091 -5.96180534362793
i -8.138081550598145 6.417673587799072
c 9.049478530883789 -14.007060050964355
n 3.3602466583251953 2.6758060455322266
w -13.041716575622559 -6.602479934692383
k 3.55082631111145 -15.31399154663086
v -14.96153736114502 -11.900565147399902
s 10.400045394897461 -8.256712913513184
d -0.6283655166625977 -8.339584350585938
h -2.360097885131836 -1.1878235340118408
y -12.41715145111084 6.5713019371032715
p -2.8829452991485596 -20.5728816986084
f -10.981972694396973 -16.05925750732422
j 9.572455406188965 2.9015181064605713
x 17.628881454467773 0.2430635541677475
ö -20.278121948242188 7.982926845550537
ð -7.4837751388549805 -7.73618221282959
á -9.083137512207031 19.462366104125977
í -9.592204093933105 25.583271026611328
ó -4.117621421813965 20.77163314819336
z 16.347490310668945 -12.606724739074707
ü -16.659440994262695 6.881798267364502
q 4.461673259735107 -11.340666770935059
č 12.628817558288574 -3.820728302001953
ž 9.283414840698242 -0.8143625259399414
ú -5.488388538360596 24.43187141418457
é -7.908761024475098 15.163030624389648
š 8.726795196533203 -2.8596863746643066
ă -14.870588302612305 10.036582946777344
ä -11.126059532165527 11.234145164489746
å -0.9902536273002625 22.945926666259766
ł -16.264562606811523 -7.780582427978516
ą -22.397872924804688 14.143560409545898
ė -17.246139526367188 12.196617126464844
β -13.045040130615234 -10.720575332641602
χ -4.224817752838135 -3.014657497406006
σ 11.509453773498535 -10.518484115600586
κ 6.644835948944092 -15.935497283935547
έ -10.593990325927734 16.46672821044922
ψ 18.033540725708008 -4.382897853851318
η -5.806589126586914 4.621908664703369
π -3.2457263469696045 -18.120956420898438
ε -12.854178428649902 14.318535804748535
ρ 8.348138809204102 10.613245964050293
ι -15.20720100402832 25.0390682220459
τ 1.0787724256515503 -5.27973747253418
α -18.721088409423828 18.738088607788086
γ -3.583244562149048 -13.413658142089844
υ -16.691553115844727 -1.1255834102630615
ο -0.9705062508583069 13.270642280578613
ς 8.008187294006348 -8.883832931518555
μ 1.261121392250061 -19.874174118041992
λ 6.396927833557129 8.654890060424805
ί -12.964719772338867 25.208120346069336
δ -3.872295379638672 -8.205190658569336
ν 1.2404705286026 3.1977694034576416
ό 0.29494979977607727 15.346541404724121
ώ -2.3414502143859863 17.263534545898438
ά -18.90671157836914 14.636962890625
θ -5.553986072540283 -5.866111755371094
ή -5.035411357879639 6.835844993591309
φ -9.046041488647461 -15.152005195617676
ζ 16.113554000854492 -10.496672630310059
ω -0.9217733144760132 19.020893096923828
ύ -17.15715789794922 0.758747935295105
ξ 17.002166748046875 -1.7925437688827515
