character x y
ady -0.6391938106833321 -1.3994993820675583
afr -1.724134577810888 -0.42769510698578417
ain -0.5949469147151049 0.30104623940467234
ang 1.1843962542641198 -1.4838191910809406
ara -0.6887739515254119 -0.9963379484695765
arc 0.5216070069885967 -0.9396956252353516
ast -0.7841035535905201 -0.7912329580353789
aze 0.1812568105925243 2.2380697409645456
bak 0.7300491141353946 -0.2674012619115456
ben -0.1171001269398311 0.89914661971071
bre 0.04200335339284767 1.8433383168663382
bul 0.4710121617419257 -0.26080699048487305
cat -0.6186305493451164 0.06841154691890325
ces 1.0852928540798925 -0.5107591457600769
cym -1.0831508506912007 -1.0643173987621342
dan -1.2587527082918741 -0.2514768826819934
deu 0.06508109931570055 -0.034653380210679374
dsb -0.6008910134860854 -2.1895862982805636
ell 0.47516865358267457 0.3061154101809814
eng -0.8409003549830262 -0.12275317365915787
epo 1.2251734408415593 -1.4676125943640361
fao -1.551887184077227 0.35700515051822085
fas 0.7102312005118285 0.7010257613292663
fin 0.890541024729208 0.3938555277986227
fra -0.7476060263435517 0.009674916654126698
gem 0.5810105476430235 -0.8983785124039341
gla -2.279100092312908 0.7233468140096461
gle -1.988450330146152 1.2900146852126184
hbs 2.11034902353141 -1.5266604918924294
heb 0.02937114739842502 0.545628168499577
hin -0.054195387780055386 0.9748528088795015
hun 1.2750695703837285 0.4610016115726933
hye 0.7604528609508411 0.4162693588478023
ido -0.28730215184216396 -0.9263624251160237
isl 0.21821456224614538 0.21250947769065154
ita 0.08140139562730742 -0.7046459624766718
jbo 1.794238859786338 -2.432507508175327
jpn -0.24362275756291538 0.9431723834861342
kat 0.884045755267726 1.007027053871729
kbd -1.6060898722460082 -0.03709010762525934
kor 0.08589881168081248 1.0265919167105038
kur -1.0617393736294025 -0.09019449639397585
lao 0.8007559426987191 0.7232914523768242
lat 0.9087481717946851 -1.450746428959476
lav 0.24551416087304914 0.1299377012784305
lit 0.29791381544836437 -0.2821999782799709
ltz 0.14774709718314322 -0.18493783749921694
mkd 1.9723468809288174 -0.06141481610637424
mlt 0.5567237582472796 -0.9179883525110668
msa 1.0351185686389501 -0.6491453922223706
mul -1.122007406920641 0.08025896977358751
mya 0.22793133745873448 0.3962679160845189
 1.9746903685352029 1.7784523569819883
nci -0.2054642560369879 -1.837721061663028
nld -0.16746461914989696 -0.29316913811193956
nno -2.033565747506434 -1.977240276079093
nob -1.677058933588206 1.9984580145374737
oci -1.2479037729088434 -1.1442095317954135
pol 0.5818615339190614 -0.1433014857244589
por -0.032857426730723734 -0.5459196215148258
pus -0.22279471065894182 0.0663172894813328
ron 1.7207856639830716 0.032089933859548954
rus -0.47790524581491683 -0.06248725420082772
san 0.695472424842844 0.03444609653262448
scn -0.8868981121571993 0.3935037520819031
sco -1.9293334401105038 -0.5151936206106832
sga -1.9163893143613848 -1.2969010269640746
slk 1.4443951549691936 -0.35902351514014524
slv 0.8277944021612009 0.2864534644112596
spa 0.5469187640353844 1.4238424624960757
sqi 0.05733617074022727 -0.23843488264300747
swe -0.2177010471877763 0.4251909903904454
syc 0.29324011002225275 -0.35962507676905714
tel 0.5660685020575448 0.13818687600391688
tgk -0.056155701688947034 0.24777202202369572
tgl 0.30224929218510943 1.9851255660311067
tha -0.15884691534019943 0.1353606532331939
tur 0.8745545254449986 0.6973162850710287
ukr 0.11285163162007018 2.0260359545536413
unk -1.5019441957605992 0.5665261074605368
unknown -0.9890231346203882 -0.5870906381189465
urd -0.8433172411930842 0.6462198409922888
vie -0.36373038361573756 0.8440702477465913
vol 3.096531027496721 -0.7927081933005998
yid -0.5997099481758049 -0.2491468786695063
yue 1.183395450948376 2.9003069276614126
zho -0.4521671233950412 0.09855745876668233
