character x y
l 11.436211585998535 9.266240119934082
a -16.280656814575195 5.551440715789795
g 6.329880237579346 -4.153262615203857
o -23.71575355529785 -2.1292099952697754
b 6.222496509552002 -8.52641487121582
r 6.151341438293457 12.44804573059082
m 9.738903999328613 -11.770217895507812
e -9.235164642333984 13.90218448638916
u -10.734350204467773 -8.384151458740234
t 12.713692665100098 -6.0681657791137695
i -3.9794681072235107 -5.9652276039123535
c 15.62863540649414 -8.087762832641602
n 13.645039558410645 7.205898761749268
w -4.398096561431885 -11.867085456848145
k 9.325309753417969 -8.862234115600586
v -0.46437516808509827 -11.179964065551758
s 6.544988632202148 0.052832845598459244
d 11.239507675170898 -4.504910469055176
h 1.9748090505599976 -3.808342456817627
y -3.6426351070404053 1.3708672523498535
p 7.663659572601318 -7.548376560211182
f 3.3144564628601074 -10.958728790283203
j 0.11683736741542816 5.5772833824157715
x 19.34453010559082 -0.06577344238758087
ĝ 10.787460327148438 -0.36333414912223816
ö -13.767157554626465 -4.23850679397583
æ -12.426299095153809 4.291285991668701
þ 12.47533893585205 -12.464895248413086
ƿ -3.1859827041625977 -11.410846710205078
ð 12.644674301147461 -13.74441146850586
ē -12.260045051574707 5.0538787841796875
à -15.661959648132324 6.91969633102417
è -14.063631057739258 16.330751419067383
ò -21.28412628173828 -5.106894016265869
á -16.146574020385742 1.61553955078125
í -7.337846279144287 -0.7531160116195679
ñ 17.06173324584961 8.370390892028809
ó -19.329492568969727 -1.731238842010498
z 8.264152526855469 -0.6810533404350281
ü -9.07227897644043 -5.049612522125244
ə -10.850815773010254 7.2423858642578125
ı -10.976956367492676 -1.9776229858398438
ş 4.005863189697266 2.871131181716919
q 15.410234451293945 -10.827054023742676
ç 17.197206497192383 -4.2776031494140625
ğ 2.093813896179199 -5.551025867462158
č 16.93006706237793 -1.961828589439392
ž 7.6962151527404785 2.6361892223358154
ù -9.058308601379395 -8.705839157104492
ʃ 5.441289901733398 2.250293016433716
ɔ -21.091365814208984 -3.798004150390625
ɾ 5.948770523071289 11.554454803466797
ŋ 14.70517635345459 5.5292158126831055
ú -12.988621711730957 -9.091143608093262
ʒ 8.966116905212402 2.3227803707122803
ɛ -14.05739688873291 15.671226501464844
é -15.504032135009766 14.87238597869873
ʎ 8.941963195800781 7.860247611999512
ï 19.117876052856445 -7.501576900482178
ě -17.11492156982422 12.943727493286133
ý -6.598499774932861 -0.5423223972320557
ů -10.997939109802246 -9.475579261779785
ř 5.479499816894531 9.635029792785645
š 5.131158351898193 3.1028056144714355
ɪ -4.988318920135498 -5.729938983917236
ň 15.696642875671387 6.443883419036865
