character x y
<blank> 5.936466693878174 -2.041685104370117
<unk> 7.142462253570557 -2.372788667678833
<s> 5.437159061431885 -2.545538902282715
</s> 11.709962844848633 -0.7665665745735168
l -5.328282356262207 8.0935697555542
a 15.847185134887695 6.149794101715088
ɡ -5.0052266120910645 -5.15463399887085
o 14.433186531066895 8.343551635742188
u 8.357709884643555 10.205731391906738
tʷ 5.1708760261535645 11.174077033996582
tʰ -13.279845237731934 -9.050098419189453
t -13.723895072937012 -9.950671195983887
ʂ -3.1993343830108643 -9.590285301208496
sʼ -6.935544967651367 -7.605469703674316
ʒ -4.3983306884765625 -8.776785850524902
ɨ 7.56871223449707 6.703839302062988
r -4.865971565246582 7.380731582641602
n -0.8418119549751282 3.0741348266601562
ħʷ 5.9266862869262695 -2.2125492095947266
ʂʼ -7.53633451461792 -10.33881950378418
ɥ -9.00584888458252 -0.750252902507782
pʰ -13.67555046081543 -3.0447592735290527
d -12.405075073242188 -10.533102989196777
z -3.1271629333496094 -10.962087631225586
ħ -5.837557792663574 -7.176171779632568
k -5.307400226593018 -5.518186092376709
qʼ -3.4794833660125732 -6.740654468536377
ʃʼ -7.571304798126221 -7.9903740882873535
ʁ -16.07844352722168 0.6105310320854187
b -14.150946617126465 -3.058063507080078
ɔ 15.241549491882324 8.340360641479492
m -11.648639678955078 -4.440916061401367
e 14.550105094909668 2.226858139038086
ə 12.380213737487793 0.5844061970710754
ʊ 9.195524215698242 10.125409126281738
uː 7.818224906921387 10.076788902282715
h 0.03616219013929367 -1.5987077951431274
w -14.001121520996094 0.8173078894615173
q -5.140829086303711 -5.604742527008057
aː 15.289566040039062 5.534205913543701
j -5.650887966156006 -0.9253013730049133
ɣ -6.092627048492432 -5.776557922363281
ʑ -4.984310150146484 -7.020652770996094
kʷ -11.26982593536377 0.9646320343017578
χʷ -9.640467643737793 1.7407227754592896
ɬ -5.836153030395508 6.967041015625
ʐʷ -8.780065536499023 2.7080421447753906
ʁʷ -11.236909866333008 1.318681001663208
p -14.022674560546875 -3.503549337387085
χ -5.6811933517456055 -7.994410037994385
ʔʷ -9.976456642150879 0.5724526047706604
ʔ 3.5111043453216553 -6.090420722961426
s -2.5447630882263184 -10.7783784866333
ɕ -5.653453350067139 -9.012432098388672
ʃ -3.7774181365966797 -8.819123268127441
x -5.316030025482178 -7.986154556274414
kʲ -9.172781944274902 -4.543665409088135
ɡʷ -10.55785083770752 1.8750840425491333
ʐ -11.221332550048828 -9.861167907714844
sˤ -7.950821399688721 0.7592214941978455
f -14.703609466552734 -2.392244577407837
ʃʷ -10.37304973602295 0.6169227957725525
kʲʼ -7.052022933959961 -7.25657320022583
pʼ -11.799468994140625 -0.9722092151641846
kʷʼ -9.638134002685547 1.9626716375350952
tʼ -10.274869918823242 -7.0792365074157715
sʷ -10.494725227355957 2.359257221221924
qʷ -10.4113187789917 1.3131961822509766
ɮ -2.613497495651245 3.0167036056518555
rʲ -7.48980712890625 3.896973133087158
ɪ 7.383610725402832 6.483372688293457
ɬʼ -7.02884578704834 0.1119621992111206
kʼ -8.853604316711426 -5.046628475189209
zʷ -10.195185661315918 3.31531023979187
